"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"NM_033371"	10	18	15	7	9	11	8	4	2	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_033373"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	9	14	1	10	1	3	10	19	13	5
"NM_033444"	2	19	5	16	11	17	10	9	13	2	13	14	10	6	19	11	1	13	15	11	7	5	11	2	16
"NM_033522"	2	19	5	16	16	9	6	9	13	2	15	16	3	1	2	14	1	13	13	19	7	19	8	2	4
"NM_033524"	9	9	8	6	5	6	7	16	1	14	10	14	15	3	8	11	15	12	18	18	4	12	16	19	15
"NM_033561"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	19	9	14	12	5	4	1	4	5
"NM_033601"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	12	8	17	16	3	5	11
"NM_033603"	9	8	8	6	5	6	7	16	1	14	10	14	15	3	8	4	15	12	18	18	4	12	16	19	15
"NM_033604"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"NM_033604.1"	3	12	14	9	3	12	4	11	10	12	3	7	5	13	6	15	19	7	14	4	9	14	14	15	14
"NM_033614"	2	9	5	16	11	4	10	9	15	2	13	11	6	3	11	11	11	13	15	15	2	5	11	2	9
"NM_033622"	15	10	13	1	10	14	5	10	14	7	9	3	1	2	15	7	8	17	5	8	17	16	3	5	11
"NM_033623.1"	16	6	18	15	18	19	18	19	10	9	2	15	11	15	7	9	9	9	14	10	5	4	1	4	3
"NM_052976"	19	6	3	18	3	12	6	6	17	10	3	1	18	13	7	1	19	7	4	6	9	17	18	10	14
"NM_052993"	9	8	8	6	5	15	7	16	1	14	10	14	15	5	8	4	15	12	18	18	4	1	16	19	15
"NM_053014.1"	13	9	2	3	11	7	5	11	11	8	4	11	13	2	16	13	10	18	12	15	1	1	17	17	18
"NM_053071"	16	6	18	15	9	19	18	19	10	12	2	8	11	13	7	3	9	9	14	10	5	17	1	4	3
"NM_053072"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	7	1	11	2	9
"NM_053084.1"	19	3	4	2	4	1	6	9	12	10	11	1	7	17	4	14	4	2	7	3	16	3	8	12	4
"NM_053089"	2	19	5	16	12	6	10	9	13	2	13	3	10	6	19	11	1	13	15	11	7	5	11	2	16
"NM_053092"	2	13	5	3	12	7	5	8	13	2	4	3	13	2	16	7	10	18	12	8	1	8	17	2	18
"NM_053095"	9	8	8	6	5	15	7	16	1	14	10	2	15	5	8	4	15	12	18	18	4	12	16	19	15
"NM_053096"	19	1	5	2	2	1	5	9	12	5	11	3	9	17	10	16	6	2	7	3	11	3	17	12	1
"NM_053100"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_053111"	12	15	9	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_053124"	14	13	2	3	12	7	5	8	11	8	4	3	13	2	16	7	10	18	15	11	7	1	17	17	18
"NM_053129"	17	17	7	7	9	18	8	19	10	12	18	8	5	7	7	3	19	14	14	12	15	4	1	4	13
"NM_053140"	16	16	18	15	8	19	18	19	10	9	2	19	11	4	7	9	14	1	10	1	3	10	1	4	5
"NM_053142"	4	3	11	14	7	3	13	9	19	18	16	7	7	14	14	15	19	3	16	16	12	14	14	10	16
"NM_053146"	17	6	16	15	3	12	4	19	10	12	3	8	11	13	7	1	19	7	14	4	9	17	18	4	14
"NM_053159"	2	19	5	16	12	17	10	9	13	2	13	3	3	6	2	5	1	13	15	11	7	1	11	2	18
"NM_053159.2"	2	3	14	16	7	9	6	9	13	2	13	1	7	6	4	15	1	13	16	16	16	14	14	2	4
"NM_053164.1"	5	14	17	10	12	8	6	5	7	3	5	1	2	11	4	5	16	15	17	2	6	15	2	18	2
"NM_053166"	18	7	19	17	14	13	6	15	6	4	3	1	18	16	4	1	5	7	19	4	18	17	18	1	14
"NM_053167"	14	19	1	11	6	17	17	12	13	16	6	14	10	6	19	5	3	16	15	11	7	5	13	7	15
"NM_053182.1"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	16
"NM_053184.1"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_053193"	1	17	11	18	19	2	13	13	4	18	18	9	17	14	14	2	7	10	8	16	14	7	5	14	10
"NM_053204.1"	8	14	17	14	7	8	9	14	7	3	16	7	19	11	9	6	16	15	17	2	6	13	14	10	2
"NM_053215"	19	1	17	13	4	1	14	6	12	10	11	6	9	17	13	10	6	2	7	3	11	3	4	12	1
"NM_053224"	2	3	5	16	4	1	10	9	12	2	13	3	7	17	4	15	1	2	16	3	16	14	11	1	16
"NM_053237"	11	3	4	12	12	9	6	9	17	6	15	1	3	1	4	14	4	7	13	16	16	19	8	9	4
"NM_053246"	10	16	7	15	9	11	8	19	10	12	18	13	11	15	7	3	2	9	6	12	13	4	1	4	13
"NM_053256"	12	15	10	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_053264"	12	11	9	12	17	9	11	18	9	6	7	16	4	8	1	16	4	19	13	19	19	19	8	8	4
"NM_053273"	2	3	5	16	7	17	6	9	19	2	13	1	7	6	4	15	1	13	16	16	16	14	14	1	16
"NM_054040.1"	4	3	11	18	1	3	13	13	4	1	19	9	7	17	14	2	7	10	3	16	16	6	9	1	10
"NM_054042.1"	14	19	1	16	12	17	17	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	13	1	16
"NM_054055"	2	9	5	16	11	4	10	9	13	2	13	3	13	2	16	11	1	13	15	15	2	8	17	2	18
"NM_054070"	14	19	5	16	12	17	10	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	13	1	16
"NM_054081"	4	7	11	18	19	3	13	13	4	1	19	9	17	9	14	2	7	10	3	16	12	6	9	14	10
"NM_054082"	5	3	11	18	7	8	6	5	7	3	5	1	19	16	4	18	7	15	17	16	16	13	2	14	16
"NM_054090"	2	19	5	2	12	17	10	7	13	5	13	3	10	6	19	16	1	13	15	11	7	5	11	2	7
"NM_054097"	17	17	7	7	9	11	8	4	5	12	18	13	14	7	3	3	18	14	6	7	13	7	5	16	13
"NM_078484"	6	4	12	19	2	10	16	2	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_080442"	19	1	3	13	4	1	9	2	12	10	11	6	9	17	4	10	6	2	7	9	11	3	4	12	1
"NM_080443"	2	19	5	2	12	10	10	9	13	5	13	3	13	6	4	5	1	13	15	3	16	2	17	2	16
"NM_080468.1"	16	6	18	15	3	19	18	19	10	12	2	15	11	13	7	9	19	9	14	12	5	17	1	4	3
"NM_080469"	4	3	11	18	7	2	13	14	19	18	19	9	7	14	4	2	7	10	8	16	16	13	9	14	10
"NM_080560.1"	3	3	14	9	7	3	4	9	19	1	16	1	7	16	6	15	17	7	16	6	12	14	14	15	14
"NM_080843"	2	9	5	16	11	6	10	16	13	2	10	14	10	3	8	11	15	13	15	11	2	5	11	2	15
"NM_126166.1"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_130456"	5	11	4	12	16	9	6	18	17	6	15	1	3	1	4	14	4	7	13	19	19	19	8	9	4
"NM_130458"	19	1	3	2	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_130858"	17	6	16	7	3	12	4	4	10	12	3	8	14	13	7	1	18	14	14	7	9	17	18	16	3
"NM_130864.2"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	2	9	9	12	5	4	1	4	5
"NM_130886"	6	1	12	19	4	1	16	2	12	10	11	18	9	17	12	10	6	2	7	9	11	2	4	12	1
"NM_130905"	2	3	14	16	7	9	6	9	13	2	13	1	7	16	4	15	1	13	16	16	16	14	14	1	16
"NM_133194"	14	19	1	11	12	17	17	12	13	2	6	1	3	6	2	5	1	16	15	11	7	5	13	1	4
"NM_133198"	10	18	15	7	9	11	8	19	10	17	17	13	14	7	18	3	9	6	6	7	13	11	7	16	3
"NM_133199"	6	4	12	19	2	10	16	2	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_133208.1"	16	6	18	15	3	12	18	19	10	12	3	8	11	13	7	1	19	9	14	4	5	17	18	4	3
"NM_133212"	9	8	8	6	5	15	7	16	1	14	10	2	15	5	8	4	15	12	18	18	4	12	16	19	15
"NM_133215"	13	13	2	3	13	7	5	8	11	8	4	11	13	2	16	7	10	18	12	15	1	1	17	17	18
"NM_133216"	9	9	8	6	5	6	7	16	13	14	10	14	13	3	8	11	15	18	15	11	7	1	16	19	15
"NM_133225.1"	13	13	2	3	13	7	5	9	11	8	4	3	13	2	16	7	10	18	12	13	1	8	17	17	18
"NM_133235"	19	3	3	13	4	1	14	6	12	10	11	6	7	17	12	15	6	2	16	3	16	14	14	12	1
"NM_133239"	19	1	9	13	4	1	14	2	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"NM_133249"	1	3	11	18	19	2	6	13	4	18	19	1	19	14	4	2	7	10	4	16	14	13	5	14	10
"NM_133254"	1	17	11	18	19	2	13	13	19	18	16	7	5	14	14	2	7	10	8	16	14	7	5	14	10
"NM_133348"	10	18	7	7	9	11	8	19	2	17	17	13	14	7	18	3	14	6	6	7	13	4	1	4	13
"NM_133353.1"	18	19	2	11	12	9	6	9	11	2	15	1	3	6	2	14	1	16	13	19	7	1	8	7	4
"NM_133355"	5	3	17	10	12	17	6	9	7	2	5	1	7	6	4	5	1	15	17	16	16	15	2	1	16
"NM_133365.1"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	17	14	1	10	1	3	10	19	13	17
"NM_133500"	17	3	7	14	7	12	6	14	19	18	19	7	7	14	14	2	7	3	4	16	14	13	14	10	19
"NM_133626"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_133654"	4	7	11	9	1	3	6	9	4	1	3	1	7	16	14	15	17	7	3	6	12	14	18	15	14
"NM_133676"	16	6	18	15	18	19	18	19	10	9	2	15	19	15	7	6	9	9	14	10	5	13	1	4	3
"NM_133676.1"	17	6	15	15	9	11	8	19	10	17	17	13	14	13	7	3	9	6	6	10	13	11	7	16	3
"NM_133680"	3	3	4	12	3	12	6	18	17	6	3	1	19	13	4	14	4	19	16	16	19	14	14	15	4
"NM_133681"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	17	14	1	10	1	3	10	19	13	17
"NM_133693"	5	14	17	10	15	8	6	5	7	3	5	1	3	11	4	5	16	15	17	2	6	15	2	18	4
"NM_133697"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_133704.1"	8	6	7	15	9	19	2	19	18	12	2	13	19	15	9	6	9	14	14	10	5	4	1	4	3
"NM_133704.3"	1	3	11	18	7	2	15	14	19	18	16	9	19	14	4	2	7	10	8	16	16	13	14	14	10
"NM_133727.1"	1	7	11	18	19	2	15	13	4	1	18	9	17	9	3	2	7	10	8	14	14	7	5	14	10
"NM_133731"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_133737.1"	2	3	5	16	7	4	10	9	19	2	13	3	7	14	4	15	1	13	16	16	16	14	14	2	16
"NM_133739.1"	8	3	7	14	7	18	6	14	19	18	16	7	5	14	4	15	19	3	16	16	16	14	14	10	19
"NM_133744"	8	3	7	14	7	18	9	14	19	18	16	7	5	14	9	6	16	15	17	16	16	13	14	10	19
"NM_133750"	19	7	3	13	4	1	13	6	12	10	19	6	9	17	12	10	6	10	7	3	11	3	4	12	1
"NM_133752"	9	8	8	6	5	6	7	16	13	14	10	2	15	5	8	11	15	12	18	11	4	12	16	19	15
"NM_133757"	13	13	10	5	13	10	5	17	11	8	4	17	4	8	1	7	12	4	12	17	1	8	10	17	12
"NM_133761.1"	2	3	5	14	7	3	13	9	19	18	16	7	7	14	14	15	19	3	16	16	16	14	14	10	16
"NM_133764"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	3
"NM_133767.1"	12	15	10	5	17	16	11	17	9	15	4	17	4	18	1	13	12	8	11	5	1	18	10	8	12
"NM_133768"	8	3	11	18	7	2	2	14	19	18	19	7	19	14	4	6	7	10	4	16	14	13	14	10	19
"NM_133769.1"	14	19	1	11	6	15	17	1	8	16	6	2	3	6	2	5	3	16	2	11	7	5	13	7	15
"NM_133775"	16	16	18	15	18	19	18	3	16	9	2	15	11	4	17	9	2	9	9	1	5	10	1	4	5
"NM_133780"	18	5	19	17	3	12	4	15	6	4	3	10	18	19	5	1	19	7	19	4	18	17	18	6	14
"NM_133789"	8	3	14	14	7	18	10	9	19	18	16	7	7	14	4	15	1	13	16	16	16	13	14	10	16
"NM_133796"	4	3	11	18	7	2	13	13	19	18	19	7	7	14	4	2	7	10	3	16	16	13	9	10	10
"NM_133797"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	10	5	4	1	4	5
"NM_133798"	1	17	16	9	19	2	15	13	4	12	18	9	17	9	3	2	7	10	8	14	9	7	5	14	10
"NM_133804"	10	18	15	7	9	11	15	4	5	17	18	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_133818"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	2	9	9	12	5	4	1	4	5
"NM_133819.1"	15	10	5	1	11	14	19	10	14	7	9	4	1	3	11	11	8	13	5	8	2	16	3	2	9
"NM_133825"	13	13	5	3	13	7	5	9	11	2	4	3	13	2	16	7	10	13	12	17	1	8	17	2	18
"NM_133826.1"	9	9	8	3	5	7	7	8	13	14	10	14	13	2	11	11	10	18	18	18	17	1	17	19	18
"NM_133832"	8	12	14	14	7	12	18	14	18	9	16	7	11	13	9	6	19	3	16	12	5	14	14	10	19
"NM_133835"	5	14	17	18	19	2	9	5	7	3	5	5	19	9	4	18	16	15	17	2	14	13	2	14	2
"NM_133847.1"	4	3	11	14	7	18	13	14	19	18	16	7	7	14	14	15	7	3	16	16	16	14	14	10	10
"NM_133852"	17	17	7	7	9	11	8	19	10	12	18	8	5	7	7	3	18	14	14	7	9	7	7	16	13
"NM_133900"	14	19	1	11	16	9	6	12	13	2	15	1	3	6	2	14	1	16	13	19	7	1	8	7	4
"NM_133905"	15	10	13	3	10	14	19	8	14	7	9	4	13	10	11	7	8	18	5	8	17	16	17	5	11
"NM_133918"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	11	1	13	15	11	7	5	11	2	16
"NM_133927"	19	3	3	13	4	1	13	6	19	18	16	6	5	17	14	15	6	10	7	16	16	3	4	12	1
"NM_133932"	8	3	11	18	7	2	13	14	19	18	16	7	19	14	4	6	7	3	4	16	14	13	14	10	19
"NM_133934"	9	13	2	3	12	7	5	8	13	2	10	3	13	2	16	7	10	18	18	11	7	1	17	19	18
"NM_133939"	14	8	8	11	12	6	7	16	13	14	10	2	10	5	8	11	15	16	15	11	7	12	13	19	15
"NM_133949"	1	18	15	7	9	11	15	4	5	17	18	13	14	7	18	3	18	14	6	7	13	7	7	16	13
"NM_133953"	2	3	5	16	7	1	10	9	19	2	11	3	7	17	4	15	1	13	16	16	16	14	14	12	16
"NM_133972.1"	2	3	5	16	12	17	10	9	13	2	13	3	7	6	4	15	1	13	16	16	16	14	14	1	16
"NM_133980"	3	12	14	5	13	4	12	11	15	13	8	11	6	12	6	13	11	11	12	15	2	8	10	11	8
"NM_133981"	4	7	11	18	1	3	13	12	4	1	19	1	7	16	4	15	17	10	3	16	16	6	9	1	16
"NM_133985.1"	9	8	8	6	5	6	7	16	13	14	10	14	10	3	8	11	15	13	15	11	4	12	16	19	15
"NM_133999"	1	17	7	7	19	2	15	14	5	17	18	13	19	9	3	6	18	14	4	10	14	7	5	14	13
"NM_134014"	8	6	18	14	7	12	18	19	10	9	3	7	11	13	9	1	19	9	14	10	5	17	14	10	19
"NM_134017.1"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	2	9	9	10	5	4	1	4	3
"NM_134025"	2	3	14	14	7	4	10	9	19	2	16	7	7	14	4	15	1	13	16	16	16	14	14	10	16
"NM_134029"	4	3	11	16	1	3	13	9	19	2	19	1	7	6	4	15	1	10	3	16	16	6	9	1	16
"NM_134032"	3	12	14	5	14	12	12	11	15	4	3	10	8	19	6	13	19	5	16	13	18	14	10	11	8
"NM_134052"	1	18	15	7	9	2	15	4	5	17	17	13	14	7	3	3	9	14	6	10	14	7	7	16	3
"NM_134058"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"NM_134079"	7	2	6	15	8	19	3	3	2	11	2	19	16	4	17	17	14	1	10	1	3	10	1	4	17
"NM_134082"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	12	5	4	1	4	5
"NM_134092.1"	9	19	8	6	5	15	7	16	13	14	10	2	10	5	8	4	15	12	15	11	7	5	16	19	15
"NM_134111.1"	1	1	9	18	4	1	15	2	12	10	18	6	9	9	12	10	6	2	7	9	14	7	5	14	1
"NM_134114"	12	15	10	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_134125.1"	8	3	14	14	7	18	10	14	19	18	16	7	7	14	4	15	1	3	16	16	16	14	14	10	19
"NM_134138"	16	6	18	15	18	19	18	19	17	9	2	15	19	13	7	1	9	8	4	10	5	17	18	4	12
"NM_134149"	8	3	7	14	7	18	2	14	19	18	16	7	5	14	9	6	7	3	16	16	15	14	14	10	19
"NM_134158.1"	9	8	8	6	5	15	7	8	1	14	10	2	13	5	8	4	10	18	18	18	4	1	17	19	18
"NM_134179"	11	11	4	12	16	9	6	18	3	6	15	16	3	1	2	14	4	19	13	19	19	19	8	9	4
"NM_134194"	11	15	4	12	17	16	11	18	9	6	7	12	4	18	1	13	12	19	11	5	8	18	8	8	12
"NM_134204"	13	4	12	2	2	10	5	7	3	5	14	16	12	8	10	16	13	4	1	17	10	2	17	3	7
"NM_134207"	4	7	11	18	1	3	13	2	4	1	19	9	7	16	12	10	17	10	3	9	12	6	9	1	10
"NM_134208"	19	1	3	13	4	1	14	2	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"NM_134214"	11	4	4	11	16	9	5	18	3	6	15	16	3	1	2	14	13	16	1	19	10	19	8	9	4
"NM_134221"	6	4	12	19	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_134226"	6	4	12	2	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_134245"	6	4	12	2	2	10	16	7	3	5	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_134249.1"	6	4	2	11	2	10	5	7	11	6	15	16	3	2	2	16	10	4	1	19	10	1	17	9	18
"NM_134255.1"	16	2	6	15	8	19	18	19	10	11	1	19	11	4	7	17	14	1	10	1	3	10	1	4	17
"NM_134257"	17	6	16	15	9	19	4	19	10	12	2	8	19	13	7	3	9	14	14	10	9	13	1	4	3
"NM_138303"	16	16	6	15	8	19	18	19	10	9	2	19	11	4	7	9	14	1	10	1	3	10	1	4	17
"NM_138305.1"	17	17	16	9	3	2	4	14	4	12	18	8	5	9	3	2	17	14	8	14	9	7	5	15	19
"NM_138306"	4	7	11	18	19	2	13	13	4	1	19	9	17	9	14	2	7	10	8	14	14	6	9	14	10
"NM_138312"	4	7	11	16	1	3	6	9	19	2	19	1	7	16	4	15	1	10	3	6	12	6	9	1	16
"NM_138314.1"	5	14	17	18	15	8	6	5	7	3	5	1	19	11	4	18	16	15	4	2	6	13	2	18	2
"NM_138582"	12	15	9	8	17	16	11	2	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_138589.1"	14	19	8	11	12	15	17	16	13	14	6	2	10	6	8	5	15	16	18	11	7	12	13	19	15
"NM_138591"	2	9	5	16	12	6	10	12	13	2	13	14	10	3	19	11	1	13	15	11	7	5	11	2	15
"NM_138601"	17	6	16	15	9	19	18	19	10	12	2	8	11	13	7	3	9	9	14	10	5	17	1	4	3
"NM_138602.1"	2	19	5	16	12	17	10	12	13	2	13	3	10	6	19	5	1	16	15	11	7	5	11	1	16
"NM_138606"	2	9	5	16	11	4	10	9	13	2	13	3	10	3	11	11	1	13	15	11	2	14	11	2	9
"NM_138606.1"	2	10	5	16	11	14	10	9	13	2	13	3	1	3	11	11	1	13	15	8	2	16	11	2	9
"NM_138660"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_138679.1"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"NM_138680"	13	4	12	19	2	10	5	7	3	5	14	16	12	8	10	16	13	4	12	17	1	8	17	17	7
"NM_138681"	8	6	14	14	7	8	6	14	17	3	16	7	19	13	9	6	9	15	4	10	6	13	14	10	19
"NM_138742.1"	17	6	16	7	9	11	4	4	5	12	18	8	14	13	7	3	9	14	14	10	9	7	7	16	3
"NM_138745.1"	16	16	18	15	18	19	18	19	16	9	2	15	11	15	17	9	2	9	9	1	5	10	1	4	5
"NM_138749"	5	3	11	10	15	17	9	9	7	2	5	1	7	6	4	5	1	15	17	16	16	15	9	1	16
"NM_138753.1"	17	6	16	15	3	12	4	19	10	12	3	8	11	13	7	1	9	9	14	10	9	17	18	4	3
"NM_138951"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	12	5	4	1	4	5
"NM_138953.1"	5	14	17	10	15	8	9	9	7	8	5	17	2	11	13	7	16	15	17	2	6	15	17	18	2
"NM_139061.2"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_139128"	8	16	7	14	7	18	2	14	18	18	16	7	5	15	9	6	2	3	9	12	15	13	1	10	19
"NM_139150"	4	3	11	18	1	17	6	9	4	18	19	1	7	16	4	2	7	10	4	16	16	13	9	1	16
"NM_139150.1"	1	17	16	9	19	2	15	13	4	12	18	8	17	9	3	2	7	14	8	14	14	7	5	14	13
"NM_139154.1"	8	3	7	14	7	18	13	14	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	19
"NM_139227"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	4	18	9	15	6	6
"NM_139228"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_139295.1"	2	3	14	14	7	1	6	9	19	13	16	7	7	14	4	15	6	2	16	16	16	14	14	10	16
"NM_139298"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_139307"	3	6	16	9	3	12	4	11	10	12	3	8	18	13	6	1	19	7	14	6	9	17	18	15	14
"NM_139309"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	10	5	4	1	4	5
"NM_144515.1"	13	13	2	3	13	7	5	8	11	8	4	17	13	2	16	7	10	18	12	13	1	8	17	17	18
"NM_144521"	10	18	15	7	9	11	8	4	5	17	17	13	19	7	18	3	9	14	6	10	13	7	7	16	3
"NM_144522"	3	7	14	9	3	12	6	9	6	4	3	1	18	16	6	1	17	7	16	6	12	17	18	15	14
"NM_144527"	2	3	5	16	11	4	10	9	13	2	13	3	7	3	4	15	1	13	16	16	16	14	11	2	16
"NM_144530"	18	14	17	17	14	13	1	15	7	4	12	17	8	11	5	19	5	5	19	13	6	9	15	6	6
"NM_144550"	17	6	16	7	3	12	4	19	10	12	3	8	14	13	7	3	19	6	14	7	9	17	18	16	13
"NM_144553"	14	19	1	11	6	15	17	1	8	16	6	2	15	5	8	4	3	16	2	18	7	1	13	7	15
"NM_144556"	1	17	15	7	19	2	15	4	5	17	18	13	17	9	3	3	18	14	8	14	14	7	5	14	13
"NM_144558"	17	6	7	7	9	2	2	4	5	12	18	8	19	7	7	6	9	14	4	10	14	13	5	16	13
"NM_144731.1"	14	9	2	11	6	7	17	8	11	2	6	14	13	2	16	11	10	13	15	11	7	1	17	7	18
"NM_144783.1"	13	13	5	3	11	7	5	9	13	2	13	3	13	2	16	7	10	18	12	11	1	1	17	2	18
"NM_144786.1"	4	3	11	9	1	3	13	9	19	1	16	1	7	16	14	15	17	10	3	16	12	14	9	1	16
"NM_144788"	18	5	19	17	14	13	1	15	11	8	12	17	8	19	5	19	5	5	19	13	18	9	15	6	6
"NM_144801"	5	7	11	9	1	8	9	5	7	3	5	1	7	16	4	18	17	15	17	2	12	13	2	15	16
"NM_144804"	2	19	5	3	12	7	5	8	13	2	4	3	13	2	16	11	10	18	15	11	7	1	17	2	18
"NM_144807.2"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"NM_144817"	6	4	12	19	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_144825.1"	17	18	15	7	9	11	15	19	10	12	18	8	14	7	7	3	18	14	14	7	9	7	7	16	13
"NM_144825.2"	17	17	7	7	9	11	8	19	5	12	18	8	5	7	18	3	18	14	6	7	9	7	7	16	13
"NM_144834"	5	12	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	11	2
"NM_144841.4"	5	14	4	14	7	8	6	18	17	6	16	1	19	11	4	15	4	15	17	2	6	13	14	10	4
"NM_144843"	12	6	10	8	17	12	4	17	9	15	3	12	18	18	1	1	12	8	14	5	8	17	18	8	14
"NM_144853"	4	3	11	18	19	3	13	13	19	18	19	9	7	14	4	15	7	10	8	16	16	6	9	1	10
"NM_144855"	12	6	9	15	17	19	18	19	10	9	7	12	11	15	7	8	9	8	14	10	8	4	6	4	3
"NM_144863"	2	9	5	16	11	4	10	9	13	2	13	3	13	3	16	11	1	13	15	15	2	1	17	2	18
"NM_144893"	2	19	5	16	12	17	10	12	13	2	13	3	7	6	19	5	1	13	15	11	16	5	11	1	16
"NM_144896"	12	6	9	8	17	16	6	2	17	3	3	12	19	13	7	8	9	8	4	10	8	13	18	8	12
"NM_144900.1"	6	7	9	9	3	12	4	2	3	19	3	1	18	16	12	1	17	7	14	9	9	17	18	15	14
"NM_144911"	8	3	7	18	7	2	6	14	19	18	16	7	19	14	4	6	7	14	4	16	14	13	5	10	19
"NM_144912"	8	6	7	14	3	12	2	14	18	12	18	8	19	13	9	6	9	14	14	10	9	13	1	10	19
"NM_144913.1"	8	3	7	14	7	18	2	14	18	18	16	7	5	14	9	6	7	3	4	12	15	13	14	10	19
"NM_145070"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	1	5	4	1	4	5
"NM_145122.1"	2	3	14	14	7	8	6	9	19	18	16	1	7	14	4	15	1	15	16	16	16	13	14	10	16
"NM_145146"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	2	9	9	12	5	4	1	4	5
"NM_145154"	1	17	15	7	19	2	15	13	5	17	18	13	17	9	3	2	18	14	4	14	14	7	5	14	13
"NM_145210"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_145215"	17	17	7	7	9	2	2	19	5	12	18	8	5	9	3	3	18	14	14	12	14	7	5	14	13
"NM_145224"	1	3	11	18	19	2	13	13	4	18	19	9	7	9	14	2	7	10	8	16	14	13	5	14	10
